customer_id,gender,senior,partner,dependents,phone_service,internet_service,contract_type,payment_type,monthly_charges,total_charges,churn,tenure,is_female,has_churned,has_phone,has_internet,has_phone_and_internet,partner_dependents,Excel functions -> Exercise3,average_monthly_charges,Excel functions -> Exercise4,contract_type,phone_type,internet_type,service_type
2924-KHUVI,Male,0,Yes,No,2,2,1,Electronic check,$100.55 ,"$5,514.95 ",No,55,FALSE,FALSE,TRUE,TRUE,TRUE,1,20150718,$100.55 ,TRUE,1 Year,Two or More Lines,Fiber Optic,Phone+Internet
2923-ARZLG,Male,0,Yes,Yes,1,0,1,Mailed check,$19.70 ,,No,0,FALSE,FALSE,TRUE,FALSE,FALSE,3,20200211,$0.00 ,FALSE,1 Year,One Line,No Internet Service,Phone Only
2921-XWDJH,Female,1,Yes,No,1,2,0,Electronic check,$83.45 ,"$3,147.15 ",No,38,TRUE,FALSE,TRUE,TRUE,TRUE,1,20161220,$83.45 ,TRUE,Month-to-Month,One Line,Fiber Optic,Phone+Internet
2920-RNCEZ,Male,0,Yes,Yes,1,2,0,Credit card (automatic),$69.95 ,$69.95 ,No,1,FALSE,FALSE,TRUE,TRUE,TRUE,3,20200111,$69.95 ,TRUE,Month-to-Month,One Line,Fiber Optic,Phone+Internet
2919-HBCJO,Female,0,No,No,1,2,0,Bank transfer (automatic),$76.65 ,$333.60 ,Yes,4,TRUE,TRUE,TRUE,TRUE,TRUE,0,20191001,$76.65 ,TRUE,Month-to-Month,One Line,Fiber Optic,Phone+Internet
2916-BQZLN,Male,0,No,No,2,2,0,Electronic check,$84.75 ,"$1,651.95 ",No,19,FALSE,FALSE,TRUE,TRUE,TRUE,0,20180628,$84.75 ,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,Phone+Internet
2911-WDXMV,Male,0,No,Yes,2,2,0,Credit card (automatic),$80.55 ,"$1,406.65 ",No,17,FALSE,FALSE,TRUE,TRUE,TRUE,2,20180828,$80.55 ,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,Phone+Internet
2911-UREFD,Female,0,Yes,No,0,1,0,Electronic check,$55.90 ,"$2,184.35 ",Yes,39,TRUE,TRUE,FALSE,TRUE,FALSE,1,20161109,$55.90 ,TRUE,Month-to-Month,No Phone Service,DSL,Internet Only
2911-IJORQ,Male,0,No,No,2,1,1,Bank transfer (automatic),$90.60 ,"$3,358.65 ",No,37,FALSE,FALSE,TRUE,TRUE,TRUE,0,20170109,$90.60 ,TRUE,1 Year,Two or More Lines,DSL,Phone+Internet
2908-ZTPNF,Female,0,No,No,0,1,0,Bank transfer (automatic),$34.85 ,"$1,267.20 ",No,36,TRUE,FALSE,FALSE,TRUE,FALSE,0,20170131,$34.85 ,TRUE,Month-to-Month,No Phone Service,DSL,Internet Only
2908-WGAXL,Female,0,Yes,Yes,2,0,2,Credit card (automatic),$24.95 ,"$1,468.90 ",No,59,TRUE,FALSE,TRUE,FALSE,FALSE,3,20150318,$24.95 ,TRUE,2 Year,Two or More Lines,No Internet Service,Phone Only
2907-ILJBN,Female,0,Yes,Yes,1,0,1,Mailed check,$20.60 ,$233.90 ,No,11,TRUE,FALSE,TRUE,FALSE,FALSE,3,20190302,$20.60 ,TRUE,1 Year,One Line,No Internet Service,Phone Only
2905-KFQUV,Female,0,Yes,No,1,2,0,Credit card (automatic),$70.40 ,$154.80 ,No,2,TRUE,FALSE,TRUE,TRUE,TRUE,1,20191206,$70.40 ,TRUE,Month-to-Month,One Line,Fiber Optic,Phone+Internet
2904-GGUAZ,Female,0,Yes,No,2,2,2,Bank transfer (automatic),$84.05 ,"$6,052.25 ",No,72,TRUE,FALSE,TRUE,TRUE,TRUE,1,20140211,$84.05 ,TRUE,2 Year,Two or More Lines,Fiber Optic,Phone+Internet
2903-YYTBW,Male,0,Yes,Yes,1,1,0,Electronic check,$44.55 ,$44.55 ,No,1,FALSE,FALSE,TRUE,TRUE,TRUE,3,20200111,$44.55 ,TRUE,Month-to-Month,One Line,DSL,Phone+Internet
2900-PHPLN,Female,1,Yes,No,1,0,2,Credit card (automatic),$19.55 ,"$1,462.05 ",No,75,TRUE,FALSE,TRUE,FALSE,FALSE,1,20131119,$19.55 ,TRUE,2 Year,One Line,No Internet Service,Phone Only
2898-MRKPI,Male,0,Yes,Yes,2,2,1,Credit card (automatic),$101.05 ,"$6,770.50 ",No,67,FALSE,FALSE,TRUE,TRUE,TRUE,3,20140714,$101.05 ,TRUE,1 Year,Two or More Lines,Fiber Optic,Phone+Internet
2898-LSJGD,Female,0,Yes,Yes,0,1,1,Electronic check,$55.95 ,"$1,157.05 ",Yes,21,TRUE,TRUE,FALSE,TRUE,FALSE,3,20180522,$55.95 ,TRUE,1 Year,No Phone Service,DSL,Internet Only
2897-DOVND,Male,0,No,No,1,2,0,Electronic check,$69.80 ,$146.65 ,No,2,FALSE,FALSE,TRUE,TRUE,TRUE,0,20191209,$69.80 ,TRUE,Month-to-Month,One Line,Fiber Optic,Phone+Internet
2896-TBNBE,Male,0,Yes,No,1,2,1,Electronic check,$80.80 ,"$3,132.75 ",No,39,FALSE,FALSE,TRUE,TRUE,TRUE,1,20161118,$80.80 ,TRUE,1 Year,One Line,Fiber Optic,Phone+Internet
2894-QOJRX,Female,0,Yes,No,0,1,0,Bank transfer (automatic),$34.00 ,$853.00 ,Yes,25,TRUE,TRUE,FALSE,TRUE,FALSE,1,20180108,$34.00 ,TRUE,Month-to-Month,No Phone Service,DSL,Internet Only
2892-GESUL,Female,0,Yes,Yes,1,0,2,Mailed check,$19.35 ,$309.25 ,No,16,TRUE,FALSE,TRUE,FALSE,FALSE,3,20181012,$19.35 ,TRUE,2 Year,One Line,No Internet Service,Phone Only
2890-WFBHU,Female,0,No,No,2,1,1,Credit card (automatic),$79.85 ,"$4,786.10 ",No,60,TRUE,FALSE,TRUE,TRUE,TRUE,0,20150213,$79.85 ,TRUE,1 Year,Two or More Lines,DSL,Phone+Internet
2889-FPWRM,Male,0,Yes,No,2,2,1,Bank transfer (automatic),$117.80 ,"$8,684.80 ",Yes,74,FALSE,TRUE,TRUE,TRUE,TRUE,1,20131221,$117.80 ,TRUE,1 Year,Two or More Lines,Fiber Optic,Phone+Internet
2888-ADFAO,Female,0,Yes,Yes,1,0,2,Bank transfer (automatic),$21.30 ,"$1,041.80 ",No,49,TRUE,FALSE,TRUE,FALSE,FALSE,3,20160115,$21.30 ,TRUE,2 Year,One Line,No Internet Service,Phone Only
2887-JPYLU,Female,0,No,Yes,1,1,0,Bank transfer (automatic),$45.20 ,"$1,841.90 ",No,41,TRUE,FALSE,TRUE,TRUE,TRUE,2,20160919,$45.20 ,TRUE,Month-to-Month,One Line,DSL,Phone+Internet
2886-KEFUM,Female,0,Yes,No,2,2,1,Electronic check,$107.50 ,"$6,873.75 ",Yes,64,TRUE,TRUE,TRUE,TRUE,TRUE,1,20141015,$107.50 ,TRUE,1 Year,Two or More Lines,Fiber Optic,Phone+Internet
2885-HIJDH,Male,0,Yes,Yes,2,1,2,Bank transfer (automatic),$86.90 ,"$6,194.10 ",No,71,FALSE,FALSE,TRUE,TRUE,TRUE,3,20140305,$86.90 ,TRUE,2 Year,Two or More Lines,DSL,Phone+Internet
2884-GBPFB,Female,0,Yes,No,1,2,0,Electronic check,$70.30 ,"$2,416.55 ",Yes,34,TRUE,TRUE,TRUE,TRUE,TRUE,1,20170401,$70.30 ,TRUE,Month-to-Month,One Line,Fiber Optic,Phone+Internet
2883-ILGWO,Male,1,No,No,2,2,0,Bank transfer (automatic),$104.90 ,"$5,913.95 ",No,56,FALSE,FALSE,TRUE,TRUE,TRUE,0,20150602,$104.90 ,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,Phone+Internet
2882-WDTBA,Male,0,Yes,Yes,1,1,2,Bank transfer (automatic),$75.75 ,"$5,388.15 ",No,71,FALSE,FALSE,TRUE,TRUE,TRUE,3,20140310,$75.75 ,TRUE,2 Year,One Line,DSL,Phone+Internet
2882-DDZPG,Female,0,No,No,1,0,0,Bank transfer (automatic),$19.45 ,$227.45 ,No,12,TRUE,FALSE,TRUE,FALSE,FALSE,0,20190220,$19.45 ,TRUE,Month-to-Month,One Line,No Internet Service,Phone Only
2880-FPNAE,Male,1,Yes,No,1,2,0,Electronic check,$74.20 ,$140.10 ,No,2,FALSE,FALSE,TRUE,TRUE,TRUE,1,20191215,$74.20 ,TRUE,Month-to-Month,One Line,Fiber Optic,Phone+Internet
2878-RMWXY,Male,1,Yes,No,2,2,2,Credit card (automatic),$102.65 ,"$7,550.30 ",No,74,FALSE,FALSE,TRUE,TRUE,TRUE,1,20131226,$102.65 ,TRUE,2 Year,Two or More Lines,Fiber Optic,Phone+Internet
2878-DHMIN,Male,0,Yes,Yes,1,0,1,Electronic check,$19.90 ,$666.00 ,No,33,FALSE,FALSE,TRUE,FALSE,FALSE,3,20170429,$19.90 ,TRUE,1 Year,One Line,No Internet Service,Phone Only
2877-VDUER,Female,0,Yes,Yes,0,1,1,Mailed check,$40.90 ,"$1,383.60 ",No,34,TRUE,FALSE,FALSE,TRUE,FALSE,3,20170418,$40.90 ,TRUE,1 Year,No Phone Service,DSL,Internet Only
2876-VBBBL,Female,0,No,No,1,0,0,Mailed check,$20.25 ,$20.25 ,Yes,1,TRUE,TRUE,TRUE,FALSE,FALSE,0,20200111,$20.25 ,TRUE,Month-to-Month,One Line,No Internet Service,Phone Only
2876-GZYZC,Female,0,No,No,2,2,0,Electronic check,$85.95 ,"$1,215.65 ",No,14,TRUE,FALSE,TRUE,TRUE,TRUE,0,20181207,$85.95 ,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,Phone+Internet
2874-YXVVA,Female,0,No,No,1,2,0,Electronic check,$105.10 ,"$3,634.80 ",No,35,TRUE,FALSE,TRUE,TRUE,TRUE,0,20170326,$105.10 ,TRUE,Month-to-Month,One Line,Fiber Optic,Phone+Internet
2873-ZLIWT,Female,0,Yes,Yes,2,2,0,Electronic check,$84.85 ,"$3,303.05 ",Yes,39,TRUE,TRUE,TRUE,TRUE,TRUE,3,20161113,$84.85 ,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,Phone+Internet
2869-ADAWR,Female,0,No,No,2,2,0,Credit card (automatic),$89.30 ,"$4,016.85 ",Yes,45,TRUE,TRUE,TRUE,TRUE,TRUE,0,20160513,$89.30 ,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,Phone+Internet
2868-SNELZ,Female,0,No,No,2,2,0,Mailed check,$80.60 ,$155.80 ,Yes,2,TRUE,TRUE,TRUE,TRUE,TRUE,0,20191214,$80.60 ,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,Phone+Internet
2868-MZAGQ,Male,0,No,No,1,2,0,Electronic check,$79.25 ,$79.25 ,Yes,1,FALSE,TRUE,TRUE,TRUE,TRUE,0,20200111,$79.25 ,TRUE,Month-to-Month,One Line,Fiber Optic,Phone+Internet
2868-LLSKM,Female,0,Yes,Yes,2,2,1,Bank transfer (automatic),$83.65 ,"$5,733.40 ",No,69,TRUE,FALSE,TRUE,TRUE,TRUE,3,20140528,$83.65 ,TRUE,1 Year,Two or More Lines,Fiber Optic,Phone+Internet
2867-UIMSS,Male,0,No,No,1,2,0,Electronic check,$80.50 ,$80.50 ,Yes,1,FALSE,TRUE,TRUE,TRUE,TRUE,0,20200111,$80.50 ,TRUE,Month-to-Month,One Line,Fiber Optic,Phone+Internet
2866-IKBTM,Female,0,No,No,1,0,0,Mailed check,$19.55 ,$19.55 ,No,1,TRUE,FALSE,TRUE,FALSE,FALSE,0,20200111,$19.55 ,TRUE,Month-to-Month,One Line,No Internet Service,Phone Only
2865-TCHJW,Female,1,No,No,2,2,0,Electronic check,$89.20 ,$346.20 ,Yes,4,TRUE,TRUE,TRUE,TRUE,TRUE,0,20191015,$89.20 ,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,Phone+Internet
2863-IMQDR,Female,0,No,No,2,1,2,Electronic check,$89.65 ,"$5,308.70 ",No,59,TRUE,FALSE,TRUE,TRUE,TRUE,0,20150307,$89.65 ,TRUE,2 Year,Two or More Lines,DSL,Phone+Internet
2862-PFNIK,Male,0,No,Yes,0,1,0,Electronic check,$24.70 ,$24.70 ,No,1,FALSE,FALSE,FALSE,TRUE,FALSE,2,20200111,$24.70 ,TRUE,Month-to-Month,No Phone Service,DSL,Internet Only
2862-JVEOY,Male,0,No,No,1,0,1,Mailed check,$19.15 ,$124.40 ,No,6,FALSE,FALSE,TRUE,FALSE,FALSE,0,20190728,$19.15 ,TRUE,1 Year,One Line,No Internet Service,Phone Only
2860-RANUS,Female,1,No,No,2,2,0,Credit card (automatic),$85.80 ,"$1,727.50 ",Yes,20,TRUE,TRUE,TRUE,TRUE,TRUE,0,20180608,$85.80 ,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,Phone+Internet
2858-MOFSQ,Female,0,No,Yes,2,1,1,Mailed check,$55.85 ,$937.50 ,Yes,17,TRUE,TRUE,TRUE,TRUE,TRUE,2,20180918,$55.85 ,TRUE,1 Year,Two or More Lines,DSL,Phone+Internet
2858-EIMXH,Female,1,Yes,No,2,2,1,Credit card (automatic),$95.85 ,"$5,016.25 ",No,52,TRUE,FALSE,TRUE,TRUE,TRUE,1,20151003,$95.85 ,TRUE,1 Year,Two or More Lines,Fiber Optic,Phone+Internet
2856-NNASM,Male,1,No,No,1,2,0,Mailed check,$89.55 ,"$3,856.75 ",Yes,43,FALSE,TRUE,TRUE,TRUE,TRUE,0,20160711,$89.55 ,TRUE,Month-to-Month,One Line,Fiber Optic,Phone+Internet
2856-HYAPG,Female,0,No,No,1,2,0,Electronic check,$68.65 ,$68.65 ,Yes,1,TRUE,TRUE,TRUE,TRUE,TRUE,0,20200111,$68.65 ,TRUE,Month-to-Month,One Line,Fiber Optic,Phone+Internet
2853-CWQFQ,Male,0,No,Yes,1,1,0,Mailed check,$59.55 ,$59.55 ,No,1,FALSE,FALSE,TRUE,TRUE,TRUE,2,20200111,$59.55 ,TRUE,Month-to-Month,One Line,DSL,Phone+Internet
2851-STERV,Male,1,No,No,1,1,1,Electronic check,$73.00 ,"$2,471.25 ",No,34,FALSE,FALSE,TRUE,TRUE,TRUE,0,20170417,$73.00 ,TRUE,1 Year,One Line,DSL,Phone+Internet
2851-MMUTZ,Female,0,No,No,1,1,0,Mailed check,$56.15 ,"$1,439.35 ",No,26,TRUE,FALSE,TRUE,TRUE,TRUE,0,20171223,$56.15 ,TRUE,Month-to-Month,One Line,DSL,Phone+Internet
2848-YXSMW,Male,0,Yes,Yes,1,0,2,Credit card (automatic),$19.40 ,"$1,363.25 ",No,70,FALSE,FALSE,TRUE,FALSE,FALSE,3,20140405,$19.40 ,TRUE,2 Year,One Line,No Internet Service,Phone Only
2845-KDHVX,Female,0,Yes,No,1,1,2,Mailed check,$68.30 ,"$4,378.80 ",No,64,TRUE,FALSE,TRUE,TRUE,TRUE,1,20141009,$68.30 ,TRUE,2 Year,One Line,DSL,Phone+Internet
2845-HSJCY,Female,0,Yes,Yes,2,2,0,Electronic check,$87.25 ,"$1,258.60 ",Yes,14,TRUE,TRUE,TRUE,TRUE,TRUE,3,20181129,$87.25 ,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,Phone+Internet
2845-AFFTX,Male,1,Yes,No,2,2,0,Electronic check,$99.80 ,"$4,259.30 ",Yes,43,FALSE,TRUE,TRUE,TRUE,TRUE,1,20160722,$99.80 ,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,Phone+Internet
2843-CQMEG,Male,0,No,No,1,1,0,Mailed check,$49.70 ,"$1,218.25 ",No,25,FALSE,FALSE,TRUE,TRUE,TRUE,0,20180126,$49.70 ,TRUE,Month-to-Month,One Line,DSL,Phone+Internet
2842-JTCCU,Male,0,No,No,1,1,0,Bank transfer (automatic),$46.05 ,$80.35 ,Yes,2,FALSE,TRUE,TRUE,TRUE,TRUE,0,20191219,$46.05 ,TRUE,Month-to-Month,One Line,DSL,Phone+Internet
2842-BCQGE,Male,0,No,No,2,2,0,Credit card (automatic),$75.35 ,"$3,161.40 ",No,42,FALSE,FALSE,TRUE,TRUE,TRUE,0,20160813,$75.35 ,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,Phone+Internet
2840-XANRC,Male,1,Yes,No,1,2,0,Electronic check,$93.15 ,"$2,231.05 ",Yes,24,FALSE,TRUE,TRUE,TRUE,TRUE,1,20180212,$93.15 ,TRUE,Month-to-Month,One Line,Fiber Optic,Phone+Internet
2839-RFSQE,Female,0,No,No,1,0,0,Mailed check,$20.65 ,$38.70 ,Yes,2,TRUE,TRUE,TRUE,FALSE,FALSE,0,20191215,$20.65 ,TRUE,Month-to-Month,One Line,No Internet Service,Phone Only
2834-SPCJV,Male,0,Yes,No,1,2,0,Electronic check,$84.10 ,"$4,348.65 ",Yes,52,FALSE,TRUE,TRUE,TRUE,TRUE,1,20151022,$84.10 ,TRUE,Month-to-Month,One Line,Fiber Optic,Phone+Internet
2834-JRTUA,Male,0,No,No,2,2,2,Electronic check,$108.05 ,"$7,532.15 ",Yes,70,FALSE,TRUE,TRUE,TRUE,TRUE,0,20140422,$108.05 ,TRUE,2 Year,Two or More Lines,Fiber Optic,Phone+Internet
2834-JKOOW,Female,0,No,No,0,1,1,Mailed check,$45.90 ,$693.45 ,No,15,TRUE,FALSE,FALSE,TRUE,FALSE,0,20181108,$45.90 ,TRUE,1 Year,No Phone Service,DSL,Internet Only
2833-SLKDQ,Male,0,No,No,1,1,0,Mailed check,$45.05 ,$45.05 ,Yes,1,FALSE,TRUE,TRUE,TRUE,TRUE,0,20200111,$45.05 ,TRUE,Month-to-Month,One Line,DSL,Phone+Internet
2832-SCUCO,Female,0,No,No,1,0,0,Electronic check,$19.90 ,$57.40 ,No,3,TRUE,FALSE,TRUE,FALSE,FALSE,0,20191115,$19.90 ,TRUE,Month-to-Month,One Line,No Internet Service,Phone Only
2832-KJCRD,Female,0,No,No,2,2,0,Electronic check,$103.65 ,"$3,988.50 ",No,38,TRUE,FALSE,TRUE,TRUE,TRUE,0,20161127,$103.65 ,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,Phone+Internet
2831-EBWRN,Male,0,No,No,1,1,0,Electronic check,$45.90 ,$199.75 ,No,4,FALSE,FALSE,TRUE,TRUE,TRUE,0,20191001,$45.90 ,TRUE,Month-to-Month,One Line,DSL,Phone+Internet
2830-LEWOA,Male,0,Yes,Yes,1,2,1,Credit card (automatic),$103.90 ,"$6,449.15 ",No,62,FALSE,FALSE,TRUE,TRUE,TRUE,3,20141211,$103.90 ,TRUE,1 Year,One Line,Fiber Optic,Phone+Internet
2829-HYVZP,Male,0,No,No,1,0,1,Mailed check,$19.80 ,$572.20 ,No,29,FALSE,FALSE,TRUE,FALSE,FALSE,0,20170914,$19.80 ,TRUE,1 Year,One Line,No Internet Service,Phone Only
2828-SLQPF,Male,0,No,No,1,1,0,Bank transfer (automatic),$45.00 ,$865.85 ,No,19,FALSE,FALSE,TRUE,TRUE,TRUE,0,20180705,$45.00 ,TRUE,Month-to-Month,One Line,DSL,Phone+Internet
2826-UWHIS,Male,0,Yes,No,2,2,0,Bank transfer (automatic),$81.40 ,"$3,775.85 ",No,46,FALSE,FALSE,TRUE,TRUE,TRUE,1,20160401,$81.40 ,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,Phone+Internet
2826-DXLQO,Male,1,Yes,No,0,1,0,Bank transfer (automatic),$29.80 ,$220.45 ,No,7,FALSE,FALSE,FALSE,TRUE,FALSE,1,20190630,$29.80 ,TRUE,Month-to-Month,No Phone Service,DSL,Internet Only
2824-MYYBN,Female,0,Yes,Yes,2,2,0,Electronic check,$95.25 ,"$3,314.15 ",No,35,TRUE,FALSE,TRUE,TRUE,TRUE,3,20170319,$95.25 ,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,Phone+Internet
2824-DXNKN,Female,0,Yes,Yes,2,1,2,Bank transfer (automatic),$71.45 ,"$5,025.85 ",No,70,TRUE,FALSE,TRUE,TRUE,TRUE,3,20140403,$71.45 ,TRUE,2 Year,Two or More Lines,DSL,Phone+Internet
2823-LKABH,Female,0,No,No,2,2,0,Bank transfer (automatic),$95.05 ,"$1,679.40 ",No,18,TRUE,FALSE,TRUE,TRUE,TRUE,0,20180822,$95.05 ,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,Phone+Internet
2821-WARNZ,Female,0,No,Yes,1,0,1,Credit card (automatic),$19.45 ,$921.30 ,No,47,TRUE,FALSE,TRUE,FALSE,FALSE,2,20160302,$19.45 ,TRUE,1 Year,One Line,No Internet Service,Phone Only
2819-GWENI,Female,0,Yes,Yes,1,0,1,Mailed check,$19.90 ,$543.00 ,No,27,TRUE,FALSE,TRUE,FALSE,FALSE,3,20171103,$19.90 ,TRUE,1 Year,One Line,No Internet Service,Phone Only
2817-NTQDO,Male,0,No,No,0,1,0,Credit card (automatic),$45.55 ,$597.00 ,Yes,13,FALSE,TRUE,FALSE,TRUE,FALSE,0,20190108,$45.55 ,TRUE,Month-to-Month,No Phone Service,DSL,Internet Only
2817-LVCPP,Female,0,No,No,1,0,2,Credit card (automatic),$19.40 ,"$1,023.95 ",No,53,TRUE,FALSE,TRUE,FALSE,FALSE,0,20150919,$19.40 ,TRUE,2 Year,One Line,No Internet Service,Phone Only
2815-CPTUL,Male,1,No,No,1,2,0,Mailed check,$70.25 ,$331.90 ,Yes,5,FALSE,TRUE,TRUE,TRUE,TRUE,0,20190920,$70.25 ,TRUE,Month-to-Month,One Line,Fiber Optic,Phone+Internet
2812-SFXMJ,Male,0,No,Yes,1,0,0,Mailed check,$20.05 ,$20.05 ,No,1,FALSE,FALSE,TRUE,FALSE,FALSE,2,20200111,$20.05 ,TRUE,Month-to-Month,One Line,No Internet Service,Phone Only
2812-REYAT,Female,0,Yes,No,1,0,1,Bank transfer (automatic),$20.05 ,$923.10 ,No,46,TRUE,FALSE,TRUE,FALSE,FALSE,1,20160411,$20.05 ,TRUE,1 Year,One Line,No Internet Service,Phone Only
2812-ENYMO,Male,0,No,No,0,1,1,Credit card (automatic),$54.55 ,"$1,362.85 ",No,25,FALSE,FALSE,FALSE,TRUE,FALSE,0,20180112,$54.55 ,TRUE,1 Year,No Phone Service,DSL,Internet Only
2811-POVEX,Female,1,Yes,Yes,1,2,0,Bank transfer (automatic),$88.45 ,"$2,130.55 ",No,24,TRUE,FALSE,TRUE,TRUE,TRUE,3,20180208,$88.45 ,TRUE,Month-to-Month,One Line,Fiber Optic,Phone+Internet
2810-FTLEM,Female,0,No,No,1,1,0,Electronic check,$50.15 ,$762.25 ,Yes,15,TRUE,TRUE,TRUE,TRUE,TRUE,0,20181105,$50.15 ,TRUE,Month-to-Month,One Line,DSL,Phone+Internet
2809-ZMYOQ,Female,0,No,No,2,2,0,Electronic check,$101.35 ,"$3,334.90 ",No,33,TRUE,FALSE,TRUE,TRUE,TRUE,0,20170516,$101.35 ,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,Phone+Internet
2809-ILCYT,Female,0,Yes,No,2,0,1,Mailed check,$26.80 ,$733.55 ,No,27,TRUE,FALSE,TRUE,FALSE,FALSE,1,20171031,$26.80 ,TRUE,1 Year,Two or More Lines,No Internet Service,Phone Only
2808-CHTDM,Female,0,Yes,Yes,2,0,2,Mailed check,$25.10 ,$611.45 ,No,24,TRUE,FALSE,TRUE,FALSE,FALSE,3,20180131,$25.10 ,TRUE,2 Year,Two or More Lines,No Internet Service,Phone Only
2806-MLNTI,Male,1,Yes,No,2,2,1,Bank transfer (automatic),$105.10 ,"$5,376.40 ",No,51,FALSE,FALSE,TRUE,TRUE,TRUE,1,20151108,$105.10 ,TRUE,1 Year,Two or More Lines,Fiber Optic,Phone+Internet
2805-EDJPQ,Female,0,Yes,Yes,2,2,1,Credit card (automatic),$99.75 ,"$5,608.40 ",No,56,TRUE,FALSE,TRUE,TRUE,TRUE,3,20150606,$99.75 ,TRUE,1 Year,Two or More Lines,Fiber Optic,Phone+Internet
2805-AUFQN,Female,0,No,No,1,0,2,Credit card (automatic),$19.80 ,$475.20 ,No,24,TRUE,FALSE,TRUE,FALSE,FALSE,0,20180211,$19.80 ,TRUE,2 Year,One Line,No Internet Service,Phone Only
2804-ETQDK,Male,0,No,Yes,1,0,2,Mailed check,$20.55 ,"$1,357.10 ",No,66,FALSE,FALSE,TRUE,FALSE,FALSE,2,20140812,$20.55 ,TRUE,2 Year,One Line,No Internet Service,Phone Only
2801-NISEI,Male,0,No,No,1,1,0,Electronic check,$54.95 ,"$1,348.50 ",No,25,FALSE,FALSE,TRUE,TRUE,TRUE,0,20180125,$54.95 ,TRUE,Month-to-Month,One Line,DSL,Phone+Internet
2800-VEQXM,Female,0,No,No,1,2,0,Mailed check,$74.75 ,$238.10 ,No,3,TRUE,FALSE,TRUE,TRUE,TRUE,0,20191106,$74.75 ,TRUE,Month-to-Month,One Line,Fiber Optic,Phone+Internet
2800-QQUSO,Male,0,No,No,2,2,0,Electronic check,$100.30 ,"$4,222.95 ",No,42,FALSE,FALSE,TRUE,TRUE,TRUE,0,20160809,$100.30 ,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,Phone+Internet
2799-TSLAG,Female,0,Yes,Yes,2,0,2,Bank transfer (automatic),$25.30 ,"$1,748.55 ",No,69,TRUE,FALSE,TRUE,FALSE,FALSE,3,20140510,$25.30 ,TRUE,2 Year,Two or More Lines,No Internet Service,Phone Only
2799-ARNLO,Female,1,Yes,No,1,2,0,Electronic check,$69.35 ,$341.60 ,No,5,TRUE,FALSE,TRUE,TRUE,TRUE,1,20190914,$69.35 ,TRUE,Month-to-Month,One Line,Fiber Optic,Phone+Internet
2798-NYLMZ,Male,0,Yes,No,2,2,2,Credit card (automatic),$108.55 ,"$7,616.00 ",No,70,FALSE,FALSE,TRUE,TRUE,TRUE,1,20140408,$108.55 ,TRUE,2 Year,Two or More Lines,Fiber Optic,Phone+Internet
2796-UUZZO,Male,0,Yes,Yes,1,2,0,Credit card (automatic),$80.30 ,"$4,896.35 ",No,61,FALSE,FALSE,TRUE,TRUE,TRUE,3,20150113,$80.30 ,TRUE,Month-to-Month,One Line,Fiber Optic,Phone+Internet
2796-NNUFI,Female,0,Yes,Yes,1,0,2,Mailed check,$19.95 ,$927.10 ,No,46,TRUE,FALSE,TRUE,FALSE,FALSE,3,20160329,$19.95 ,TRUE,2 Year,One Line,No Internet Service,Phone Only
2794-XIMMO,Male,0,Yes,No,0,1,1,Electronic check,$60.45 ,"$3,184.25 ",Yes,53,FALSE,TRUE,FALSE,TRUE,FALSE,1,20150922,$60.45 ,TRUE,1 Year,No Phone Service,DSL,Internet Only
2792-VPPET,Male,0,No,No,1,0,0,Electronic check,$20.50 ,$76.95 ,No,4,FALSE,FALSE,TRUE,FALSE,FALSE,0,20191019,$20.50 ,TRUE,Month-to-Month,One Line,No Internet Service,Phone Only
2792-LSHWX,Female,0,No,No,1,2,0,Mailed check,$83.40 ,$83.40 ,No,1,TRUE,FALSE,TRUE,TRUE,TRUE,0,20200111,$83.40 ,TRUE,Month-to-Month,One Line,Fiber Optic,Phone+Internet
2791-SFVEW,Female,0,No,No,1,0,0,Bank transfer (automatic),$20.15 ,$238.15 ,No,12,TRUE,FALSE,TRUE,FALSE,FALSE,0,20190216,$20.15 ,TRUE,Month-to-Month,One Line,No Internet Service,Phone Only
2790-XUYMV,Male,0,No,Yes,2,2,1,Credit card (automatic),$85.45 ,"$6,028.95 ",No,71,FALSE,FALSE,TRUE,TRUE,TRUE,2,20140327,$85.45 ,TRUE,1 Year,Two or More Lines,Fiber Optic,Phone+Internet
